"Id","Sales"
23985,6037
32545,4371
5153,4733
29977,4216
38537,8729
7721,4223
13713,6644
37681,6404
16281,4710
20561,4272
40249,4822
17137,5007
31689,4027
6865,4204
12857,6723
25697,6288
17,5916
1729,6187
18849,4090
6009,4172
17993,4149
12001,6438
873,5836
22274,7004
33402,5763
2586,12927
23130,9853
28266,7075
35114,10280
35970,9970
8578,7647
9434,5514
10290,7158
15426,5868
24842,10045
29978,7460
7722,7509
39394,5694
14570,13729
37682,10642
23986,9482
4298,7138
30834,7542
26554,12643
3442,5660
12858,10149
13714,10552
29122,7914
27410,5653
18850,7514
40250,7378
16282,7713
21418,5560
34258,7170
18,9682
11146,10335
17138,8348
36826,10338
874,10046
38538,12860
25698,10206
31690,7359
5154,7998
20562,7413
32546,7519
6866,7638
17994,7509
19706,7124
12002,10036
1730,10199
6010,7518
4299,8486
24843,11587
29123,9208
34259,8605
3443,7448
35115,11037
13715,12363
8579,9129
10291,8589
25699,11627
35971,10961
23131,11205
21419,7991
36827,10931
30835,7262
15427,8830
7723,9613
27411,8148
875,11641
38539,13130
2587,14399
16283,8659
20563,8753
37683,11336
22275,8394
11147,11068
28267,8411
32547,8350
17139,9127
19707,8979
9435,8085
33403,8279
40251,8839
14571,13161
31691,9370
17995,8589
12003,11418
23987,11418
12859,12051
5155,9084
6011,9214
26555,14362
18851,7847
1731,12017
39395,8065
29979,7424
19,11627
6867,8563
34260,7275
3444,6594
40252,7278
23132,10048
9436,6958
5156,7223
14572,14272
22276,7009
11148,10537
19708,7061
33404,7166
10292,7239
13716,11662
2588,13654
25700,11514
37684,11487
8580,7268
31692,7320
15428,7092
35116,10173
36828,10511
32548,7368
18852,6965
38540,12933
7724,7501
29980,7004
21420,6707
20564,7049
1732,11653
4300,7075
20,10341
35972,10134
28268,7033
17140,6834
24844,10315
16284,7086
27412,6742
17996,7092
26556,13728
6868,7344
12860,10744
30836,7080
876,10534
39396,7007
29124,7174
6012,7335
23988,10091
12004,10709
2589,10451
9437,4313
33405,4396
14573,11138
5157,5922
3445,4196
35117,7304
23133,7161
4301,6259
8581,5974
34261,6271
21421,4310
28269,6214
15429,4544
30837,5657
20565,5665
7725,5340
39397,4234
10293,6261
36829,7272
29125,5900
16285,6513
877,7411
31693,5346
22277,6113
17141,5998
35973,7250
26557,10284
38541,10926
18853,5373
13717,8261
24845,7486
40253,6772
6013,5396
1733,7980
11149,7341
25701,7902
32549,5864
23989,6771
17997,5352
19709,5309
29981,5419
27413,4349
12005,7451
6869,5524
12861,7972
21,7244
37685,7703
21422,3987
34262,4487
9438,4423
40254,4997
16286,4442
4302,4336
2590,7177
7726,4328
30838,3923
15430,4769
23134,5475
31694,4204
20566,3883
39398,4813
14574,7461
3446,4020
5158,4010
1734,6381
17142,3969
29982,4189
35118,5385
18854,3880
13718,6733
38542,7598
28270,4374
10294,4677
29126,3966
878,5434
26558,7181
32550,4069
22278,4357
8582,4287
17998,4185
24846,5439
33406,4094
6014,4344
23990,5684
35974,6114
6870,4064
37686,6758
12006,6366
22,5689
19710,4047
25702,6356
27414,4006
11150,5537
12862,5816
36830,5768
2591,7816
28271,5303
14575,9276
40255,5937
17143,5996
21423,3412
3447,3369
22279,5354
12007,6506
1735,6693
29983,4795
24847,6499
23991,6435
35975,6398
6015,5075
20567,5011
5159,5681
35119,6805
37687,6834
38543,8103
879,6185
6871,4930
16287,5509
27415,3478
15431,3689
26559,8034
12863,7485
29127,5667
13719,7401
33407,3541
39399,3701
17999,4954
23135,6515
34263,5436
25703,6322
30839,4670
8583,5398
36831,6527
32551,5173
31695,4668
10295,5557
18855,4814
9439,3498
4303,5257
19711,4599
23,6117
11151,6636
7727,4982
15432,4292
28272,2518
20568,3707
3448,3523
1736,5280
17144,3682
27416,3455
33408,3583
22280,2508
40256,2645
12864,5191
13720,5360
9440,3517
11152,4909
8584,3782
29128,3519
2592,6287
880,4807
38544,6549
6872,3599
35976,4958
34264,2586
39400,3710
10296,2593
23136,4890
7728,3588
25704,5220
23992,4878
14576,7119
4304,2584
5160,3572
30840,3475
18000,3440
37688,5373
21424,3461
35120,4948
24,4603
36832,5017
24848,4926
31696,3523
16288,2661
12008,4948
26560,6178
19712,3443
18856,3433
29984,3471
6016,3558
32552,3835
20569,7197
29129,7291
881,8470
28273,7853
10297,7856
27417,5188
39401,5764
23137,8479
21425,5095
22281,7769
2593,10732
8585,7180
23993,8240
33409,5415
5161,7399
19713,6572
24849,8494
9441,5208
35121,8407
13721,8099
40257,8149
29985,6794
14577,10732
34265,7970
16289,7974
15433,5439
35977,8317
26561,10407
30841,6761
36833,8507
17145,7469
7729,7197
4305,7812
25705,8803
1737,9071
31697,6607
11153,8754
25,8315
18857,6723
38545,10624
3449,5016
6017,6886
18001,6737
6873,6964
37689,9173
32553,7092
12009,8790
12865,9056
28274,7444
27418,5039
33410,5161
2594,14766
1738,10996
16290,7904
7730,7372
8586,7320
4306,7499
9442,5077
35122,10831
29130,7857
23138,10477
10298,7670
21426,5048
34266,7572
36834,10831
31698,7349
18002,7292
13722,11239
14578,13892
26,10585
24850,10592
3450,5055
15434,5399
39402,5310
882,10722
29986,7428
22282,7353
25706,10942
6874,7557
5162,7867
23994,10398
30842,7455
6018,7449
12866,11309
17146,8049
38546,13716
11154,10960
12010,11257
26562,14684
40258,7797
18858,7188
32554,7582
35978,10766
19714,7144
20570,7575
37690,11021
8587,8733
27419,6297
22283,9329
35123,9528
40259,9540
34267,9218
7731,8145
2595,10547
39403,6429
19715,8211
4307,9257
15435,6323
14579,10464
21427,6343
23139,9618
33411,6411
11155,9627
17147,8668
1739,9733
10299,9340
38547,10390
20571,8857
35979,9538
31699,8078
29987,8048
23995,9373
13723,9682
30843,8108
9443,6457
28275,9240
29131,8597
6019,8073
883,9434
3451,6312
16291,9601
32555,8890
6875,8215
25707,9787
26563,10446
18859,8156
36835,9474
5163,8655
12011,9532
12867,9446
18003,8194
37691,9644
27,9422
24851,9524
27420,5150
34268,6009
9444,5057
23140,6127
7732,4336
14580,10197
33412,5047
21428,5191
8588,4412
28276,5904
40260,6250
3452,5175
13724,7476
2596,9178
19716,4052
35124,6248
12012,6635
4308,5864
1740,6936
20572,4280
5164,4318
15436,5809
26564,9206
32556,4223
17148,4688
884,6349
29132,4557
36836,6513
29988,4126
35980,6092
22284,5913
23996,5955
11156,6561
38548,9381
39404,5240
6876,4179
28,6036
6020,4186
37692,7068
10300,5969
16292,6200
12868,6961
18860,4068
30844,4124
24852,6258
25708,6717
18004,4077
31700,4271
2597,7923
21429,3718
13725,6430
20573,3780
40261,3271
35125,5314
33413,3872
9445,3934
10301,3006
8589,3978
34269,2961
27421,3728
3453,3750
22285,2799
28277,2865
23141,5141
1741,5836
7733,3762
24853,5442
36837,5983
15437,4525
885,5502
14581,8924
4309,2863
29133,3672
11157,5635
5165,3798
30845,3757
26565,7944
19717,3622
38549,8690
39405,4085
17149,4100
6021,3744
12013,5488
23997,5187
35981,5528
16293,2858
12869,6096
18861,3589
25709,5768
6877,3769
32557,4055
31701,3863
37693,6341
29989,3636
29,5325
18005,3627
14582,6713
7734,4340
5166,4424
40262,5407
27422,4622
35126,5331
28278,5225
10302,5213
3454,4677
1742,5602
39406,4852
19718,4153
23142,5144
15438,5433
29134,4252
21430,4586
2598,5791
33414,4869
22286,5199
8590,4430
34270,5260
26566,5891
38550,6507
13726,5871
30846,3888
24854,5071
9446,4891
12014,5115
20574,4089
4310,5263
29990,3914
31702,4237
23998,5231
11158,5144
6878,4214
35982,5477
30,5284
886,5168
17150,4525
36838,5343
32558,4432
16294,5528
12870,5245
25710,5557
18862,3979
18006,4111
6022,4228
37694,5912
33415,4139
14583,9385
40263,5563
21431,4164
23143,5518
7735,4398
15439,4473
39407,4598
4311,5116
9447,4245
10303,5292
887,5609
22287,5064
29991,4353
3455,4067
2599,7674
26567,7316
38551,7378
24855,5653
13727,6251
29135,5024
20575,4746
36839,5778
28279,5125
23999,5394
8591,4699
34271,5053
17151,5180
32559,4692
31,5604
5167,4939
25711,5857
1743,5679
27423,4066
11159,5876
19719,4466
6879,4484
31703,4348
37695,5939
16295,5394
35983,5779
12871,5982
35127,5844
18007,4555
18863,4485
12015,5930
30847,4384
6023,4426
13728,11393
21432,7222
5168,8270
27424,7227
23144,10683
14584,14100
22288,7899
3456,7204
24856,11216
8592,8342
19720,8200
39408,7503
888,11279
38552,13456
10304,8270
1744,11263
7736,8244
29136,8192
11160,11122
34272,8179
28280,7990
2600,13498
15440,7315
35984,10931
17152,8443
40264,8533
33416,7360
35128,10756
29992,8180
24000,10635
4312,8187
16296,8362
25712,11253
30848,8561
37696,11682
26568,13126
32,10694
20576,8320
36840,11422
9448,7079
31704,8307
6024,8166
12872,11621
12016,11264
32560,8396
6880,8626
18864,8527
18008,8310
33417,5650
3457,5523
17153,6028
22289,4510
13729,7511
15441,5921
35129,7574
38553,9432
1745,7727
23145,7778
40265,4870
20577,5630
8593,5636
21433,5566
26569,9408
19721,5375
5169,5741
30849,5404
7737,5525
39409,5545
10305,4698
889,7490
12017,7487
4313,4493
2601,9141
25713,7798
28281,4482
12873,7412
32561,5603
33,7417
18865,5346
24857,7453
9449,5343
27425,5593
29137,5778
34273,4557
29993,5327
14585,9767
6025,5455
16297,4903
18009,5382
11161,7813
35985,7403
6881,5468
24001,7377
36841,7584
31705,5407
37697,7549
20578,4087
22290,5427
23146,5617
10306,5521
19722,3783
38554,7352
28282,5500
40266,5756
29138,4587
2602,7274
18866,3842
7738,4063
5170,4507
30850,3954
1746,5594
29994,4103
39410,5083
27426,4930
14586,8306
34274,5518
36842,5758
21434,4909
34,5581
35986,5777
3458,5027
26570,7093
24858,5499
890,5482
8594,4295
9450,4993
6026,4221
4314,5418
37698,5908
18010,4081
32562,4231
11162,5869
35130,5740
33418,4990
13730,6049
12018,6063
25714,5761
16298,5576
31706,3909
24002,5596
6882,4076
17154,4684
15442,5440
12874,6175
29995,3856
27427,4311
26571,8052
23147,6043
13731,6373
29139,4167
1747,5926
10307,4714
17155,4611
30851,3805
22291,4716
2603,8260
28283,4770
12019,6112
35987,6133
32563,3971
5171,4189
3459,4236
33419,4328
9451,4227
891,5791
34275,4680
6883,4058
40267,4831
14587,10257
19723,3846
36843,6186
24003,5917
11163,6161
35131,6266
38555,8288
15443,5158
7739,4023
21435,4300
8595,4019
18867,3803
12875,6142
16299,5024
35,5762
25715,6292
20579,3984
24859,6054
39411,4504
6027,4003
4315,4721
31707,3988
18011,3898
37699,6433
29996,5904
38556,9305
10308,5541
892,8106
39412,5412
24860,7979
27428,5223
8596,6255
2604,8920
28284,5306
3460,5154
35132,7554
35988,7633
15444,5512
17156,6373
11164,7830
33420,5335
40268,5819
22292,5316
23148,7374
24004,7541
16300,6088
26572,9037
18868,6095
19724,5940
9452,5245
13732,8678
34276,5383
29140,5882
21436,5321
20580,6181
32564,6083
12876,8584
25716,8079
6884,6146
31708,5965
30852,5954
5172,5950
7740,6193
37700,8384
14588,9875
36844,8125
6028,6087
18012,6195
12020,8110
36,7622
4316,5409
1748,8254
33421,4143
7741,3455
22293,2964
27429,4148
11165,4436
8597,3750
893,4336
3461,4226
35133,4302
9453,4212
2605,5710
10309,3119
14589,6318
24005,4166
16301,3227
26573,5542
32565,3561
23149,4342
13733,5044
39413,4463
24861,4118
29141,3533
20581,3558
40269,3170
34277,3022
4317,3069
25717,4580
12877,4896
6885,3363
28285,2997
5173,3635
38557,6340
15445,4433
17157,3749
30853,3319
12021,4711
1749,4718
21437,4117
6029,3422
31709,3368
18013,3319
37701,4591
18869,3163
36845,4245
19725,3265
37,4309
35989,4181
29997,3338
32566,6275
2606,9504
7742,5820
17158,6617
23150,7737
34278,6816
16302,6641
21438,3297
8598,6024
3462,3267
9454,3462
15446,3558
19726,5735
10310,6877
36846,7680
20582,5888
1750,7580
14590,10437
4318,6622
29998,5698
12878,8068
22294,6737
30854,5707
28286,6659
13734,7907
6030,5844
39414,3519
24862,7488
27430,3347
25718,7886
40270,7295
31710,5794
18014,5828
26574,9802
6886,5743
38,7225
5174,6607
29142,6415
33422,3464
35990,7572
38558,9555
18870,5909
24006,7505
35134,7672
11166,7594
37702,7688
894,7233
12022,7490
7743,3248
15447,4442
2607,6408
35135,4676
21439,3946
32567,3434
28287,4061
3463,3992
13735,5385
40271,4288
24863,4620
33423,4113
6031,3217
8599,3510
14591,7734
22295,3985
18871,3080
34279,4027
39415,4128
38559,6868
10311,4221
23151,4705
1751,4867
4319,3957
29999,3161
16303,4267
12879,5384
6887,3243
24007,4625
9455,3960
39,4613
30855,3138
5175,3416
36847,4848
12023,5002
29143,3528
20583,3294
11167,4837
17159,3759
31711,3152
25719,4852
26575,6638
37703,4971
27431,4106
895,4668
19727,2998
35991,4655
18015,3196
33424,4074
22296,6886
21440,3998
32568,5462
34280,7088
14592,10553
6888,5328
4320,6833
1752,6677
3464,3922
7744,5347
24008,7086
28288,6949
9456,3958
10312,6839
27432,3969
15448,4250
30000,5378
40272,7243
25720,6944
20584,5451
8600,5554
37704,6833
35136,7462
2608,8620
17160,6276
24864,7019
12880,7093
29144,6077
896,6641
12024,7227
35992,7166
31712,5303
11168,7507
16304,6894
39416,4331
36848,6917
13736,6932
38560,8462
5176,6091
19728,5306
23152,7435
18016,5484
26576,8360
6032,5424
40,6696
30856,5187
18872,5215
3465,5350
24865,8326
22297,6769
29145,6356
11169,8337
32569,5795
7745,5952
23153,8679
8601,5922
24009,8312
14593,10969
25721,8392
21441,5372
15449,5787
12881,8345
28289,6745
30001,6135
1753,8121
17161,6511
34281,6950
13737,8249
2609,10017
20585,5805
39417,5626
33425,5585
27433,5335
4321,6808
40273,7364
35993,8517
6033,6208
38561,10130
19729,5640
16305,7112
31713,5887
9457,5451
10313,7154
5177,6269
30857,5844
12025,8334
35137,8582
897,7760
26577,9779
41,7883
6889,6174
18017,5961
36849,8363
18873,5685
37705,8408
22298,3707
24866,6237
28290,3645
23154,6293
20586,4999
40274,4003
34282,3842
21442,2592
38562,8437
10314,3900
898,5955
8602,5209
31714,4770
2610,7732
4322,3607
17162,5799
14594,9294
9458,2642
27434,2745
29146,5242
19730,4571
35994,6172
25722,6216
35138,6224
39418,2906
1754,6353
13738,7476
32570,4911
36850,6267
30858,4809
33426,2872
30002,4804
5178,5436
7746,5031
18874,4680
24010,6254
18018,4803
12882,7157
42,5825
3466,2637
15450,2716
12026,6254
26578,8235
6034,4585
37706,6446
16306,4062
6890,4614
11170,6372
2611,8964
40275,7253
4323,7300
27435,4246
22299,6775
25723,7437
35139,7504
21443,4339
23155,7385
3467,4327
9459,4586
7747,5546
8603,5788
12883,7684
33427,4299
31715,5387
35995,7294
20587,5610
34283,7089
24867,6944
15451,4483
5179,6392
1755,7449
6035,5779
32571,5681
36851,7315
30859,5343
18875,5472
30003,5603
28291,6947
38563,9223
899,7190
19731,5413
43,7321
14595,9247
26579,8945
13739,7877
10315,7267
17163,6140
6891,5617
16307,7249
37707,7791
12027,7800
39419,4559
29147,6068
18019,5725
11171,7909
24011,7110
2612,9564
8604,4986
35140,6919
21444,3799
29148,5232
23156,6869
31716,4810
7748,4865
20588,5190
33428,3745
3468,3671
30004,4738
10316,5517
5180,5259
40276,5660
26580,9289
32572,5078
19732,4839
34284,5545
1756,6922
6036,4775
39420,3653
15452,3902
35996,6921
37708,7110
22300,5524
30860,4784
6892,4818
12028,6917
13740,7183
24868,6771
38564,9650
14596,10726
27436,3737
44,6655
28292,5504
9460,3502
16308,6061
36852,6867
900,6684
24012,6781
18876,4942
11172,7148
25724,6991
12884,6823
18020,5124
4324,5554
17164,5506
30005,3701
21445,3284
2613,5922
20589,4079
35141,5033
30861,3913
14597,7913
6037,3709
31717,3735
1757,5035
9461,3310
3469,3295
29149,3796
12029,4975
23157,4923
27437,3236
13741,5372
22301,4444
32573,4137
16309,4724
24013,4786
24869,5076
36853,4353
7749,3713
10317,4585
40277,4620
8605,4129
28293,4349
11173,5109
25725,5242
35997,4887
39421,3356
34285,4350
26581,5871
901,4973
37709,5211
4325,4404
6893,3862
33429,3282
17165,4099
5181,3853
18877,3838
18021,3833
15453,3432
19733,3761
12885,4531
45,4755
38565,6528
29150,5509
23158,6740
12030,7057
20590,5652
24870,7010
39422,5127
8606,5939
11174,6704
33430,5140
2614,9126
3470,5229
28294,3894
14598,9674
902,6881
17166,5804
32574,5532
27438,5177
6038,5116
1758,7665
40278,4060
21446,5061
35142,6736
16310,4172
12886,7211
22302,3870
34286,3864
9462,5122
7750,5695
36854,7034
10318,3914
13742,8052
25726,7622
4326,3842
30006,5261
18022,5346
30862,5479
6894,5477
5182,5377
24014,6692
15454,5929
26582,9000
38566,8680
18878,5423
46,6521
31718,5113
35998,6858
37710,7707
19734,5432
6039,5245
33431,4451
1759,7349
24871,7114
3471,4313
9463,4216
2615,8884
27439,4403
10319,6854
15455,5007
29151,5872
8607,5191
40279,7252
21447,4398
11175,7664
39423,4756
5183,5950
24015,7395
28295,6798
20591,5240
17167,6442
38567,9199
12031,7881
13743,7674
23159,7410
4327,6725
30007,5218
35143,7562
16311,7178
14599,10288
12887,7743
22303,6696
18879,5048
7751,5117
35999,7466
903,7197
47,7279
32575,5180
6895,5271
36855,7351
34287,6755
31719,4843
30863,5043
25727,7375
19735,4834
26583,8877
18023,5265
37711,7583
12032,11660
1760,11003
8608,8094
33432,6830
29152,8970
27440,6578
3472,6564
21448,6554
40280,9324
34288,9665
22304,9443
23160,11107
30864,7976
20592,7949
38568,13809
13744,11435
32576,8150
39424,6542
4328,9700
30008,8416
35144,11099
11176,11624
5184,9134
24016,10992
28296,9519
18880,7848
17168,9490
36000,10876
24872,11085
9464,6506
10320,9427
904,11042
36856,10875
12888,11476
6896,8328
16312,9530
2616,13564
19736,7688
14600,12845
48,11195
7752,8174
31720,8272
26584,13504
6040,8442
15456,6844
18024,8257
25728,11045
37712,11312
21449,5413
23161,6576
27441,5604
22305,5765
8609,5340
5185,5585
24873,6337
17169,5707
34289,5674
10321,5661
20593,5276
905,6185
39425,5643
30009,5052
29153,5713
4329,5603
24017,6319
28297,5729
12889,6630
30865,4866
38569,8059
19737,5054
12033,6614
1761,6486
13745,6542
2617,7691
14601,9193
11177,6640
33433,5708
36001,6627
49,6208
7753,5129
37713,6744
15457,5970
16313,5827
40281,5838
9465,5385
31721,5017
26585,7813
18881,4958
25729,6322
32577,5308
